# kind nAtoms frames pass rep compute_ms
cubic 4096 2 4 7 9.207
cubic 4096 2 4 8 9.195
cubic 4096 2 4 9 9.206
cubic 4096 2 4 10 9.192
cubic 4096 2 4 11 8.456
cubic 4096 2 4 12 7.044
cubic 4096 2 4 13 7.042
cubic 4096 2 4 14 7.031
cubic 4096 2 4 15 7.032
cubic 4096 2 4 16 7.045
cubic 4096 2 4 17 7.037
cubic 4096 2 4 18 7.037
cubic 4096 2 4 19 7.039
cubic 4096 2 4 20 7.033
cubic 4096 4 4 0 14.018
cubic 4096 4 4 1 14.154
cubic 4096 4 4 2 14.027
cubic 4096 4 4 3 14.042
cubic 4096 4 4 4 14.019
cubic 4096 4 4 5 14.050
cubic 4096 4 4 6 14.065
cubic 4096 4 4 7 14.102
cubic 4096 4 4 8 11.236
cubic 4096 4 4 9 9.757
cubic 4096 4 4 10 9.776
cubic 4096 4 4 11 9.788
cubic 4096 4 4 12 9.797
cubic 4096 4 4 13 9.836
cubic 4096 4 4 14 9.796
cubic 4096 4 4 15 9.758
cubic 4096 4 4 16 9.788
cubic 4096 4 4 17 9.823
cubic 4096 4 4 18 9.770
cubic 4096 4 4 19 9.760
cubic 4096 4 4 20 9.789
cubic 4096 8 4 0 22.030
cubic 4096 8 4 1 22.147
cubic 4096 8 4 2 21.929
cubic 4096 8 4 3 22.252
cubic 4096 8 4 4 22.011
cubic 4096 8 4 5 21.967
cubic 4096 8 4 6 14.135
cubic 4096 8 4 7 13.816
cubic 4096 8 4 8 13.872
cubic 4096 8 4 9 14.018
cubic 4096 8 4 10 13.840
cubic 4096 8 4 11 13.842
cubic 4096 8 4 12 13.784
cubic 4096 8 4 13 13.836
cubic 4096 8 4 14 13.824
cubic 4096 8 4 15 13.942
cubic 4096 8 4 16 13.855
cubic 4096 8 4 17 14.102
cubic 4096 8 4 18 13.906
cubic 4096 8 4 19 13.896
cubic 4096 8 4 20 12.663
cubic 4096 11 4 0 27.254
cubic 4096 11 4 1 27.210
cubic 4096 11 4 2 27.362
cubic 4096 11 4 3 27.357
cubic 4096 11 4 4 27.398
cubic 4096 11 4 5 27.259
cubic 4096 11 4 6 27.273
cubic 4096 11 4 7 27.316
cubic 4096 11 4 8 20.354
cubic 4096 11 4 9 15.064
cubic 4096 11 4 10 15.027
cubic 4096 11 4 11 15.011
cubic 4096 11 4 12 14.990
cubic 4096 11 4 13 15.038
cubic 4096 11 4 14 15.074
cubic 4096 11 4 15 15.039
cubic 4096 11 4 16 14.999
cubic 4096 11 4 17 15.027
cubic 4096 11 4 18 15.064
cubic 4096 11 4 19 15.019
cubic 4096 11 4 20 15.037
synth 1000 1 5 0 4.621
synth 1000 1 5 1 4.579
synth 1000 1 5 2 4.570
synth 1000 1 5 3 4.585
synth 1000 1 5 4 4.608
synth 1000 1 5 5 4.564
synth 1000 1 5 6 4.559
synth 1000 1 5 7 4.576
synth 1000 1 5 8 4.600
synth 1000 1 5 9 4.576
synth 1000 1 5 10 4.559
synth 1000 1 5 11 4.569
synth 1000 1 5 12 4.571
synth 1000 1 5 13 4.591
synth 1000 1 5 14 4.563
synth 1000 1 5 15 4.574
synth 1000 1 5 16 4.579
synth 1000 1 5 17 4.584
synth 1000 1 5 18 4.570
synth 1000 1 5 19 4.591
synth 1000 1 5 20 4.597
synth 2000 1 5 0 6.940
synth 2000 1 5 1 6.845
synth 2000 1 5 2 6.918
synth 2000 1 5 3 6.925
synth 2000 1 5 4 6.927
synth 2000 1 5 5 6.942
synth 2000 1 5 6 6.912
synth 2000 1 5 7 6.921
synth 2000 1 5 8 6.917
synth 2000 1 5 9 6.901
synth 2000 1 5 10 6.938
synth 2000 1 5 11 6.914
synth 2000 1 5 12 6.899
synth 2000 1 5 13 6.927
synth 2000 1 5 14 6.896
synth 2000 1 5 15 5.697
synth 2000 1 5 16 5.356
synth 2000 1 5 17 5.405
synth 2000 1 5 18 5.377
synth 2000 1 5 19 5.409
synth 2000 1 5 20 5.400
synth 4000 1 5 0 7.035
synth 4000 1 5 1 7.004
synth 4000 1 5 2 7.016
synth 4000 1 5 3 7.013
synth 4000 1 5 4 7.018
synth 4000 1 5 5 7.016
synth 4000 1 5 6 7.024
synth 4000 1 5 7 7.008
synth 4000 1 5 8 7.011
synth 4000 1 5 9 7.020
synth 4000 1 5 10 7.017
synth 4000 1 5 11 7.013
synth 4000 1 5 12 7.006
synth 4000 1 5 13 7.008
synth 4000 1 5 14 7.008
synth 4000 1 5 15 7.020
synth 4000 1 5 16 7.002
synth 4000 1 5 17 7.009
synth 4000 1 5 18 7.019
synth 4000 1 5 19 7.019
synth 4000 1 5 20 7.018
synth 8000 1 5 0 8.757
synth 8000 1 5 1 8.764
synth 8000 1 5 2 8.749
synth 8000 1 5 3 8.770
synth 8000 1 5 4 8.769
synth 8000 1 5 5 8.750
synth 8000 1 5 6 8.762
synth 8000 1 5 7 8.760
synth 8000 1 5 8 8.759
synth 8000 1 5 9 8.761
synth 8000 1 5 10 8.216
synth 8000 1 5 11 8.053
synth 8000 1 5 12 8.056
synth 8000 1 5 13 8.060
synth 8000 1 5 14 8.045
synth 8000 1 5 15 8.043
synth 8000 1 5 16 8.038
synth 8000 1 5 17 8.047
synth 8000 1 5 18 8.043
synth 8000 1 5 19 8.050
synth 8000 1 5 20 8.043
synth 16000 1 5 0 16.621
synth 16000 1 5 1 16.774
synth 16000 1 5 2 16.593
synth 16000 1 5 3 16.987
synth 16000 1 5 4 16.567
synth 16000 1 5 5 16.370
synth 16000 1 5 6 14.587
synth 16000 1 5 7 14.210
synth 16000 1 5 8 14.277
synth 16000 1 5 9 14.570
synth 16000 1 5 10 14.545
synth 16000 1 5 11 14.492
synth 16000 1 5 12 14.621
synth 16000 1 5 13 14.355
synth 16000 1 5 14 14.522
synth 16000 1 5 15 14.345
synth 16000 1 5 16 14.470
synth 16000 1 5 17 14.470
synth 16000 1 5 18 14.626
synth 16000 1 5 19 11.372
synth 16000 1 5 20 9.138
synth 32000 1 5 0 32.107
synth 32000 1 5 1 31.966
synth 32000 1 5 2 32.452
synth 32000 1 5 3 32.288
synth 32000 1 5 4 32.359
synth 32000 1 5 5 31.837
synth 32000 1 5 6 32.314
synth 32000 1 5 7 30.185
synth 32000 1 5 8 17.614
synth 32000 1 5 9 17.831
synth 32000 1 5 10 17.847
synth 32000 1 5 11 17.616
synth 32000 1 5 12 17.615
synth 32000 1 5 13 17.602
synth 32000 1 5 14 17.712
synth 32000 1 5 15 17.388
synth 32000 1 5 16 17.630
synth 32000 1 5 17 17.764
synth 32000 1 5 18 17.796
synth 32000 1 5 19 17.582
synth 32000 1 5 20 17.622
cubic 4096 1 5 0 8.387
cubic 4096 1 5 1 8.381
cubic 4096 1 5 2 8.381
cubic 4096 1 5 3 8.367
cubic 4096 1 5 4 8.366
cubic 4096 1 5 5 8.365
cubic 4096 1 5 6 8.372
cubic 4096 1 5 7 8.356
cubic 4096 1 5 8 8.381
cubic 4096 1 5 9 8.360
cubic 4096 1 5 10 8.373
cubic 4096 1 5 11 8.363
cubic 4096 1 5 12 8.379
cubic 4096 1 5 13 8.372
cubic 4096 1 5 14 8.366
cubic 4096 1 5 15 8.371
cubic 4096 1 5 16 8.369
cubic 4096 1 5 17 8.365
cubic 4096 1 5 18 8.373
cubic 4096 1 5 19 8.364
cubic 4096 1 5 20 8.372
cubic 4096 2 5 0 9.205
cubic 4096 2 5 1 9.190
cubic 4096 2 5 2 9.183
cubic 4096 2 5 3 9.191
cubic 4096 2 5 4 9.183
cubic 4096 2 5 5 9.181
cubic 4096 2 5 6 9.192
cubic 4096 2 5 7 9.193
cubic 4096 2 5 8 9.193
cubic 4096 2 5 9 9.040
cubic 4096 2 5 10 9.047
cubic 4096 2 5 11 9.052
cubic 4096 2 5 12 9.049
cubic 4096 2 5 13 9.056
cubic 4096 2 5 14 9.039
cubic 4096 2 5 15 9.045
cubic 4096 2 5 16 9.042
cubic 4096 2 5 17 9.035
cubic 4096 2 5 18 9.047
cubic 4096 2 5 19 9.047
cubic 4096 2 5 20 9.033
cubic 4096 4 5 0 14.131
cubic 4096 4 5 1 14.067
cubic 4096 4 5 2 14.033
cubic 4096 4 5 3 14.008
cubic 4096 4 5 4 14.083
cubic 4096 4 5 5 14.108
cubic 4096 4 5 6 13.292
cubic 4096 4 5 7 13.061
cubic 4096 4 5 8 13.085
cubic 4096 4 5 9 13.122
cubic 4096 4 5 10 13.056
cubic 4096 4 5 11 13.105
cubic 4096 4 5 12 13.017
cubic 4096 4 5 13 13.084
cubic 4096 4 5 14 13.058
cubic 4096 4 5 15 13.115
cubic 4096 4 5 16 13.043
cubic 4096 4 5 17 13.068
cubic 4096 4 5 18 13.081
cubic 4096 4 5 19 13.065
cubic 4096 4 5 20 13.122
cubic 4096 8 5 0 22.163
cubic 4096 8 5 1 21.863
cubic 4096 8 5 2 22.224
cubic 4096 8 5 3 21.890
cubic 4096 8 5 4 22.255
cubic 4096 8 5 5 22.221
cubic 4096 8 5 6 22.308
cubic 4096 8 5 7 22.043
cubic 4096 8 5 8 22.331
cubic 4096 8 5 9 21.885
cubic 4096 8 5 10 21.961
cubic 4096 8 5 11 13.073
cubic 4096 8 5 12 12.064
cubic 4096 8 5 13 12.051
cubic 4096 8 5 14 12.035
cubic 4096 8 5 15 12.044
cubic 4096 8 5 16 12.213
cubic 4096 8 5 17 12.207
cubic 4096 8 5 18 12.055
cubic 4096 8 5 19 12.014
cubic 4096 8 5 20 12.234
cubic 4096 11 5 0 27.372
cubic 4096 11 5 1 27.308
cubic 4096 11 5 2 27.309
cubic 4096 11 5 3 27.326
cubic 4096 11 5 4 24.637
cubic 4096 11 5 5 17.447
cubic 4096 11 5 6 17.405
cubic 4096 11 5 7 17.489
cubic 4096 11 5 8 17.496
cubic 4096 11 5 9 17.329
cubic 4096 11 5 10 17.433
cubic 4096 11 5 11 17.485
cubic 4096 11 5 12 17.428
cubic 4096 11 5 13 17.513
cubic 4096 11 5 14 17.458
cubic 4096 11 5 15 17.428
cubic 4096 11 5 16 15.026
cubic 4096 11 5 17 15.011
cubic 4096 11 5 18 15.037
cubic 4096 11 5 19 15.050
cubic 4096 11 5 20 14.970
